game_name,country_name,game_season,discipline_title,event_title,event_gender,gold,silver,bronze,total_medals
Cortina d'Ampezzo 1956,Russia,Winter,Speed skating,500m men,Men,1.0,1.0,,2.0
Cortina d'Ampezzo 1956,Sweden,Winter,Alpine Skiing,slalom men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Cross Country Skiing,10km women,Women,,,1.0,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Cross Country Skiing,15km men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Cross Country Skiing,30km mass start men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Cross Country Skiing,50km men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Cross Country Skiing,relay 3x5km women,Women,,,1.0,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Cross Country Skiing,relay 4x10km men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Nordic Combined,individual men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Speed skating,10000m men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Sweden,Winter,Speed skating,5000m men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Switzerland,Winter,Alpine Skiing,downhill men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Switzerland,Winter,Alpine Skiing,downhill women,Women,1.0,1.0,,2.0
Cortina d'Ampezzo 1956,Switzerland,Winter,Alpine Skiing,slalom women,Women,1.0,,,1.0
Cortina d'Ampezzo 1956,Switzerland,Winter,Bobsleigh,fourman men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Switzerland,Winter,Bobsleigh,twoman men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,United States,Winter,Bobsleigh,fourman men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,United States,Winter,Figure skating,individual men,Men,1.0,1.0,1.0,3.0
Cortina d'Ampezzo 1956,United States,Winter,Figure skating,special figures women,Women,1.0,1.0,,2.0
Cortina d'Ampezzo 1956,United States,Winter,Ice Hockey,ice hockey men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Austria,Winter,Figure skating,individual men,Men,1.0,,1.0,2.0
Garmisch-Partenkirchen 1936,Austria,Winter,Figure skating,pairs mixed,Mixed,,1.0,,1.0
Garmisch-Partenkirchen 1936,Austria,Winter,Speed skating,10000m men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,Canada,Winter,Ice Hockey,ice hockey men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Finland,Winter,Cross Country Skiing,18km men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,Finland,Winter,Cross Country Skiing,relay 4x10km men,Men,1.0,,,1.0
Garmisch-Partenkirchen 1936,Finland,Winter,Speed skating,10000m men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Finland,Winter,Speed skating,1500m men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,Finland,Winter,Speed skating,5000m men,Men,,1.0,1.0,2.0
Garmisch-Partenkirchen 1936,France,Winter,Alpine Skiing,alpine combined men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,Germany,Winter,Alpine Skiing,alpine combined men,Men,1.0,1.0,,2.0
Garmisch-Partenkirchen 1936,Germany,Winter,Alpine Skiing,alpine combined women,Women,1.0,1.0,,2.0
Garmisch-Partenkirchen 1936,Germany,Winter,Figure skating,individual men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Germany,Winter,Figure skating,pairs mixed,Mixed,1.0,,,1.0
Garmisch-Partenkirchen 1936,Great Britain,Winter,Bobsleigh,four-man men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,Great Britain,Winter,Figure skating,individual women,Women,,1.0,,1.0
Garmisch-Partenkirchen 1936,Great Britain,Winter,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Garmisch-Partenkirchen 1936,Hungary,Winter,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Alpine Skiing,alpine combined women,Women,,,1.0,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Cross Country Skiing,18km men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Cross Country Skiing,relay 4x10km men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Figure skating,individual women,Women,1.0,,,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Nordic Combined,individual men,Men,1.0,1.0,1.0,3.0
Garmisch-Partenkirchen 1936,Norway,Winter,Ski Jumping,normal hill individual men,Men,1.0,,1.0,2.0
Garmisch-Partenkirchen 1936,Norway,Winter,Speed skating,10000m men,Men,1.0,,,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Speed skating,1500m men,Men,1.0,1.0,,2.0
Garmisch-Partenkirchen 1936,Norway,Winter,Speed skating,5000m men,Men,1.0,,,1.0
Garmisch-Partenkirchen 1936,Norway,Winter,Speed skating,500m men,Men,1.0,1.0,,2.0
Garmisch-Partenkirchen 1936,Sweden,Winter,Cross Country Skiing,18km men,Men,1.0,,,1.0
Garmisch-Partenkirchen 1936,Sweden,Winter,Cross Country Skiing,50km men,Men,1.0,1.0,1.0,3.0
Garmisch-Partenkirchen 1936,Sweden,Winter,Cross Country Skiing,relay 4x10km men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,Sweden,Winter,Figure skating,individual women,Women,,,1.0,1.0
Garmisch-Partenkirchen 1936,Sweden,Winter,Ski Jumping,normal hill individual men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,Switzerland,Winter,Bobsleigh,four-man men,Men,1.0,1.0,,2.0
Garmisch-Partenkirchen 1936,Switzerland,Winter,Bobsleigh,two-man men,Men,,1.0,,1.0
Garmisch-Partenkirchen 1936,United States,Winter,Bobsleigh,two-man men,Men,1.0,,1.0,2.0
Garmisch-Partenkirchen 1936,United States,Winter,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Garmisch-Partenkirchen 1936,United States,Winter,Speed skating,500m men,Men,,,1.0,1.0
Grenoble 1968,Austria,Winter,Alpine Skiing,downhill women,Women,1.0,,1.0,2.0
Grenoble 1968,Austria,Winter,Alpine Skiing,giant slalom men,Men,,,1.0,1.0
Grenoble 1968,Austria,Winter,Alpine Skiing,slalom men,Men,,1.0,1.0,2.0
Grenoble 1968,Austria,Winter,Bobsleigh,four-man men,Men,,1.0,,1.0
Grenoble 1968,Austria,Winter,Figure skating,individual men,Men,1.0,,,1.0
Grenoble 1968,Austria,Winter,Luge,doubles mixed,Open,,1.0,,1.0
Grenoble 1968,Austria,Winter,Luge,singles men,Men,1.0,,,1.0
Grenoble 1968,Austria,Winter,Ski Jumping,normal hill individual men,Men,,1.0,1.0,2.0
Grenoble 1968,Canada,Winter,Alpine Skiing,giant slalom women,Women,1.0,,,1.0
Grenoble 1968,Canada,Winter,Alpine Skiing,slalom women,Women,,1.0,,1.0
Grenoble 1968,Canada,Winter,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Grenoble 1968,Czech Republic,Winter,Figure skating,individual women,Women,,,1.0,1.0
Grenoble 1968,Czech Republic,Winter,Ice Hockey,ice hockey men,Men,,1.0,,1.0
Grenoble 1968,Czech Republic,Winter,Ski Jumping,large hill individual men,Men,,1.0,,1.0
Grenoble 1968,Czech Republic,Winter,Ski Jumping,normal hill individual men,Men,1.0,,,1.0
Grenoble 1968,Finland,Winter,Cross Country Skiing,15km men,Men,,1.0,,1.0
Grenoble 1968,Finland,Winter,Cross Country Skiing,30km mass start men,Men,,,1.0,1.0
Grenoble 1968,Finland,Winter,Cross Country Skiing,relay 4x10km men,Men,,,1.0,1.0
Grenoble 1968,Finland,Winter,Speed skating,1500m women,Women,1.0,,,1.0
Grenoble 1968,Finland,Winter,Speed skating,3000m women,Women,,1.0,,1.0
Grenoble 1968,France,Winter,Alpine Skiing,downhill men,Men,1.0,1.0,,2.0
Grenoble 1968,France,Winter,Alpine Skiing,downhill women,Women,,1.0,,1.0
Grenoble 1968,France,Winter,Alpine Skiing,giant slalom men,Men,1.0,,,1.0
Grenoble 1968,France,Winter,Alpine Skiing,giant slalom women,Women,,1.0,,1.0
Grenoble 1968,France,Winter,Alpine Skiing,slalom men,Men,1.0,,,1.0
Grenoble 1968,France,Winter,Alpine Skiing,slalom women,Women,1.0,,1.0,2.0
Grenoble 1968,France,Winter,Figure skating,individual men,Men,,,1.0,1.0
Grenoble 1968,Germany,Winter,Bobsleigh,two-man men,Men,,1.0,,1.0
Grenoble 1968,Germany,Winter,Figure skating,individual women,Women,,1.0,,1.0
Grenoble 1968,Germany,Winter,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Grenoble 1968,Germany,Winter,Luge,doubles mixed,Open,1.0,,1.0,2.0
Grenoble 1968,Germany,Winter,Luge,singles men,Men,,1.0,1.0,2.0
Grenoble 1968,Germany,Winter,Luge,singles women,Women,,1.0,1.0,2.0
Grenoble 1968,Germany,Winter,Nordic Combined,individual men,Men,1.0,,1.0,2.0
Grenoble 1968,Germany,Winter,Speed skating,500m men,Men,1.0,,,1.0
Grenoble 1968,Italy,Winter,Bobsleigh,four-man men,Men,1.0,,,1.0
Grenoble 1968,Italy,Winter,Bobsleigh,two-man men,Men,1.0,,,1.0
Grenoble 1968,Italy,Winter,Cross Country Skiing,30km mass start men,Men,1.0,,,1.0
Grenoble 1968,Italy,Winter,Luge,singles women,Women,1.0,,,1.0
Grenoble 1968,Netherlands,Winter,Speed skating,1000m women,Women,1.0,,,1.0
Grenoble 1968,Netherlands,Winter,Speed skating,1500m men,Men,1.0,1.0,,2.0
Grenoble 1968,Netherlands,Winter,Speed skating,1500m women,Women,,1.0,1.0,2.0
Grenoble 1968,Netherlands,Winter,Speed skating,3000m women,Women,1.0,,1.0,2.0
Grenoble 1968,Netherlands,Winter,Speed skating,5000m men,Men,,1.0,1.0,2.0
Grenoble 1968,Norway,Winter,Biathlon,20km men,Men,1.0,,,1.0
Grenoble 1968,Norway,Winter,Biathlon,4x75km relay men,Men,,1.0,,1.0
Grenoble 1968,Norway,Winter,Cross Country Skiing,10km women,Women,,1.0,1.0,2.0
Grenoble 1968,Norway,Winter,Cross Country Skiing,15km men,Men,1.0,,,1.0
Grenoble 1968,Norway,Winter,Cross Country Skiing,30km mass start men,Men,,1.0,,1.0
Grenoble 1968,Norway,Winter,Cross Country Skiing,50km men,Men,1.0,,,1.0
Grenoble 1968,Norway,Winter,Cross Country Skiing,relay 3x5km women,Women,1.0,,,1.0
Grenoble 1968,Norway,Winter,Cross Country Skiing,relay 4x10km men,Men,1.0,,,1.0
Grenoble 1968,Norway,Winter,Ski Jumping,large hill individual men,Men,,,1.0,1.0
Grenoble 1968,Norway,Winter,Speed skating,10000m men,Men,,1.0,,1.0
Grenoble 1968,Norway,Winter,Speed skating,1500m men,Men,,1.0,,1.0
Grenoble 1968,Norway,Winter,Speed skating,5000m men,Men,1.0,,,1.0
Grenoble 1968,Norway,Winter,Speed skating,500m men,Men,,1.0,,1.0
Grenoble 1968,Romania,Winter,Bobsleigh,two-man men,Men,,,1.0,1.0
Grenoble 1968,Russia,Winter,Biathlon,20km men,Men,,1.0,1.0,2.0
Grenoble 1968,Russia,Winter,Biathlon,4x75km relay men,Men,1.0,,,1.0
Grenoble 1968,Russia,Winter,Cross Country Skiing,50km men,Men,,1.0,,1.0
Grenoble 1968,Russia,Winter,Cross Country Skiing,5km women,Women,,1.0,1.0,2.0
Grenoble 1968,Russia,Winter,Cross Country Skiing,relay 3x5km women,Women,,,1.0,1.0
Grenoble 1968,Russia,Winter,Figure skating,pairs mixed,Mixed,1.0,1.0,,2.0
Grenoble 1968,Russia,Winter,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Grenoble 1968,Russia,Winter,Ski Jumping,large hill individual men,Men,1.0,,,1.0
Grenoble 1968,Russia,Winter,Speed skating,1000m women,Women,,1.0,,1.0
Grenoble 1968,Russia,Winter,Speed skating,500m women,Women,1.0,,,1.0
Grenoble 1968,Sweden,Winter,Biathlon,4x75km relay men,Men,,,1.0,1.0
Grenoble 1968,Sweden,Winter,Cross Country Skiing,10km women,Women,1.0,,,1.0
Grenoble 1968,Sweden,Winter,Cross Country Skiing,15km men,Men,,,1.0,1.0
Grenoble 1968,Sweden,Winter,Cross Country Skiing,5km women,Women,1.0,,,1.0
Grenoble 1968,Sweden,Winter,Cross Country Skiing,relay 3x5km women,Women,,1.0,,1.0
Grenoble 1968,Sweden,Winter,Cross Country Skiing,relay 4x10km men,Men,,1.0,,1.0
Grenoble 1968,Sweden,Winter,Speed skating,10000m men,Men,1.0,,1.0,2.0
Grenoble 1968,Switzerland,Winter,Alpine Skiing,downhill men,Men,,,1.0,1.0
Grenoble 1968,Switzerland,Winter,Alpine Skiing,giant slalom men,Men,,1.0,,1.0
Grenoble 1968,Switzerland,Winter,Alpine Skiing,giant slalom women,Women,,,1.0,1.0
Grenoble 1968,Switzerland,Winter,Bobsleigh,four-man men,Men,,,1.0,1.0
Grenoble 1968,Switzerland,Winter,Cross Country Skiing,50km men,Men,,,1.0,1.0
Grenoble 1968,Switzerland,Winter,Nordic Combined,individual men,Men,,1.0,,1.0
Grenoble 1968,United States,Winter,Figure skating,individual men,Men,,1.0,,1.0
Grenoble 1968,United States,Winter,Figure skating,individual women,Women,1.0,,,1.0
Grenoble 1968,United States,Winter,Speed skating,1000m women,Women,,,1.0,1.0
Grenoble 1968,United States,Winter,Speed skating,500m men,Men,,1.0,,1.0
Grenoble 1968,United States,Winter,Speed skating,500m women,Women,,1.0,,1.0
Helsinki 1952,Argentina,Summer,Athletics,marathon men,Men,,1.0,,1.0
Helsinki 1952,Argentina,Summer,Boxing,67  71kg lightmiddleweight men,Men,,,1.0,1.0
Helsinki 1952,Argentina,Summer,Boxing,75-81kg lightheavyweight men,Men,,1.0,,1.0
Helsinki 1952,Argentina,Summer,Rowing,double sculls 2x men,Men,1.0,,,1.0
Helsinki 1952,Argentina,Summer,Weightlifting,90kg heavyweight men,Men,,,1.0,1.0
Helsinki 1952,Australia,Summer,Athletics,100m women,Women,1.0,,1.0,2.0
Helsinki 1952,Australia,Summer,Athletics,200m women,Women,1.0,,,1.0
Helsinki 1952,Australia,Summer,Athletics,80m hurdles women,Women,1.0,,,1.0
Helsinki 1952,Australia,Summer,Cycling Track,1km time trial men,Men,1.0,,,1.0
Helsinki 1952,Australia,Summer,Cycling Track,2000m tandem men,Men,1.0,,,1.0
Helsinki 1952,Australia,Summer,Cycling Track,sprint individual men,Men,,1.0,,1.0
Helsinki 1952,Australia,Summer,Rowing,eight with coxswain 8 men,Men,,,1.0,1.0
Helsinki 1952,Australia,Summer,Rowing,single sculls 1x men,Men,,1.0,,1.0
Helsinki 1952,Australia,Summer,Swimming,200m breaststroke men,Men,1.0,,,1.0
Helsinki 1952,Australia,Summer,Weightlifting,60 - 67.5kg (lightweight) men,Men,,,1.0,1.0
Helsinki 1952,Austria,Summer,Canoe Sprint,k1 500m kayak single women,Women,,1.0,,1.0
Helsinki 1952,Austria,Summer,Canoe Sprint,k2 1000m kayak double men,Men,,,1.0,1.0
Helsinki 1952,Belgium,Summer,Cycling Road,individual road race men,Men,1.0,1.0,,2.0
Helsinki 1952,Belgium,Summer,Cycling Road,team time trial men,Men,1.0,,,1.0
Helsinki 1952,Belgium,Summer,Rowing,pair without coxswain 2 men,Men,,1.0,,1.0
Helsinki 1952,Brazil,Summer,Athletics,high jump men,Men,,,1.0,1.0
Helsinki 1952,Brazil,Summer,Athletics,triple jump men,Men,1.0,,,1.0
Helsinki 1952,Brazil,Summer,Swimming,1500m freestyle men,Men,,,1.0,1.0
Helsinki 1952,Bulgaria,Summer,Boxing,71-75kg men,Men,,,1.0,1.0
Helsinki 1952,Canada,Summer,Shooting,trap 125 targets men,Men,1.0,,,1.0
Helsinki 1952,Canada,Summer,Weightlifting,"67.5 - 75kg, (middleweight) men",Men,,1.0,,1.0
Helsinki 1952,Chile,Summer,Equestrian,individual mixed,Men,,1.0,,1.0
Helsinki 1952,Chile,Summer,Equestrian,team mixed,Men,,1.0,,1.0
Helsinki 1952,Czech Republic,Summer,Artistic Gymnastics,team competition women,Women,,,1.0,1.0
Helsinki 1952,Czech Republic,Summer,Athletics,10000m men,Men,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Athletics,5000m men,Men,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Athletics,50km walk men,Men,,1.0,,1.0
Helsinki 1952,Czech Republic,Summer,Athletics,javelin throw women,Women,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Athletics,marathon men,Men,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Boxing,54-57kg featherweight men,Men,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Canoe Sprint,c1 1000m canoe single men,Men,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Canoe Sprint,c2 1000m canoe double men,Men,,1.0,,1.0
Helsinki 1952,Czech Republic,Summer,Rowing,four-oared shell with coxswain men,Men,1.0,,,1.0
Helsinki 1952,Czech Republic,Summer,Wrestling,"heavyweight, greco-roman (>87 kilograms) men",Men,,1.0,,1.0
Helsinki 1952,Czech Republic,Summer,Wrestling,"lightweight, greco-roman (≤67 kilograms) men",Men,,,1.0,1.0
Helsinki 1952,Denmark,Summer,Boxing,63.5-67kg welterweight men,Men,,,1.0,1.0
Helsinki 1952,Denmark,Summer,Canoe Sprint,c2 1000m canoe double men,Men,1.0,,,1.0
Helsinki 1952,Denmark,Summer,Equestrian,individual mixed,Open,,1.0,,1.0
Helsinki 1952,Denmark,Summer,Fencing,foil individual women,Women,,,1.0,1.0
Helsinki 1952,Denmark,Summer,Rowing,pair-oared shell with coxswain men,Men,,,1.0,1.0
Helsinki 1952,Denmark,Summer,Sailing,finn - one person dinghy (heavyweight) men,Open,1.0,,,1.0
Helsinki 1952,Egypt,Summer,Wrestling,"featherweight, greco-roman (≤62 kilograms) men",Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Artistic Gymnastics,team competition men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Athletics,javelin throw men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Boxing,51-54kg bantamweight men,Men,1.0,,,1.0
Helsinki 1952,Finland,Summer,Boxing,57-60kg lightweight men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Boxing,60 - 63.5kg (light-welterweight) men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Boxing,75-81kg lightheavyweight men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Boxing,81kg heavyweight men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Canoe Sprint,c1 1000m canoe single men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Canoe Sprint,k1 1000m kayak single men,Men,,1.0,,1.0
Helsinki 1952,Finland,Summer,Canoe Sprint,k1 500m kayak single women,Women,1.0,,,1.0
Helsinki 1952,Finland,Summer,Canoe Sprint,k2 1000m kayak double men,Men,1.0,,,1.0
Helsinki 1952,Finland,Summer,Modern Pentathlon,team competition men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Rowing,four without coxswain 4 men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Sailing,6m mixed,Open,,,1.0,1.0
Helsinki 1952,Finland,Summer,Shooting,100m running deer singledouble shots men,Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Shooting,50m rifle 3 positions 3x40 shots men,Men,,1.0,,1.0
Helsinki 1952,Finland,Summer,Wrestling,"flyweight, greco-roman (≤52 kilograms) men",Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Wrestling,"heavyweight, greco-roman (>87 kilograms) men",Men,,,1.0,1.0
Helsinki 1952,Finland,Summer,Wrestling,"light-heavyweight, greco-roman (≤87 kilograms) men",Men,1.0,,,1.0
Helsinki 1952,Finland,Summer,Wrestling,"middleweight, greco-roman (≤79 kilograms) men",Men,,1.0,,1.0
Helsinki 1952,France,Summer,Athletics,10000m men,Men,,1.0,,1.0
Helsinki 1952,France,Summer,Athletics,5000m men,Men,,1.0,,1.0
Helsinki 1952,France,Summer,Boxing,54-57kg featherweight men,Men,,,1.0,1.0
Helsinki 1952,France,Summer,Canoe Sprint,k1 1000m kayak single men,Men,,,1.0,1.0
Helsinki 1952,France,Summer,Cycling Road,team time trial men,Men,,,1.0,1.0
Helsinki 1952,France,Summer,Diving,3m springboard women,Women,,1.0,,1.0
Helsinki 1952,France,Summer,Equestrian,individual mixed,Men,1.0,1.0,,2.0
Helsinki 1952,France,Summer,Equestrian,individual mixed,Open,,,1.0,1.0
Helsinki 1952,France,Summer,Fencing,foil individual men,Men,1.0,,,1.0
Helsinki 1952,France,Summer,Fencing,foil team men,Men,1.0,,,1.0
Helsinki 1952,France,Summer,Fencing,sabre team men,Men,,,1.0,1.0
Helsinki 1952,France,Summer,Rowing,four without coxswain 4 men,Men,,1.0,,1.0
Helsinki 1952,France,Summer,Rowing,pair-oared shell with coxswain men,Men,1.0,,,1.0
Helsinki 1952,France,Summer,Swimming,100m backstroke men,Men,,1.0,,1.0
Helsinki 1952,France,Summer,Swimming,400m freestyle men,Men,1.0,,,1.0
Helsinki 1952,France,Summer,Swimming,4x200m freestyle relay men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Artistic Gymnastics,horizontal bar men,Men,,1.0,,1.0
Helsinki 1952,Germany,Summer,Athletics,1500m men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Athletics,4x100m relay women,Women,,1.0,,1.0
Helsinki 1952,Germany,Summer,Athletics,4x400m relay men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Athletics,5000m men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Athletics,800m men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Athletics,80m hurdles women,Women,,,1.0,1.0
Helsinki 1952,Germany,Summer,Athletics,hammer throw men,Men,,1.0,,1.0
Helsinki 1952,Germany,Summer,Athletics,shot put women,Women,,1.0,,1.0
Helsinki 1952,Germany,Summer,Boxing,51kg flyweight men,Men,,1.0,,1.0
Helsinki 1952,Germany,Summer,Boxing,63.5-67kg welterweight men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Canoe Sprint,c2 1000m canoe double men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Cycling Road,individual road race men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Cycling Track,sprint individual men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Diving,10m platform men,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Equestrian,individual mixed,Men,,,1.0,1.0
Helsinki 1952,Germany,Summer,Equestrian,team mixed,Men,,1.0,,1.0
Helsinki 1952,Germany,Summer,Equestrian,team mixed,Open,,,1.0,1.0
Helsinki 1952,Germany,Summer,Rowing,pair-oared shell with coxswain men,Men,,1.0,,1.0
Helsinki 1952,Germany,Summer,Sailing,dragon mixed,Open,,,1.0,1.0
Helsinki 1952,Germany,Summer,Swimming,200m breaststroke men,Men,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Athletics,100m men,Men,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Athletics,3000m steeplechase men,Men,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Athletics,4x100m relay women,Women,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Athletics,high jump women,Women,,1.0,,1.0
Helsinki 1952,Great Britain,Summer,Athletics,long jump women,Women,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Cycling Track,team pursuit 4000m men,Men,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Equestrian,team mixed,Men,1.0,,,1.0
Helsinki 1952,Great Britain,Summer,Hockey,hockey men,Men,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Sailing,finn - one person dinghy (heavyweight) men,Open,,1.0,,1.0
Helsinki 1952,Great Britain,Summer,Swimming,200m breaststroke women,Women,,,1.0,1.0
Helsinki 1952,Great Britain,Summer,Wrestling,"heavyweight, freestyle (>87 kilograms) men",Men,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Artistic Gymnastics,balance beam women,Women,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Artistic Gymnastics,floor exercises women,Women,1.0,,1.0,2.0
Helsinki 1952,Hungary,Summer,Artistic Gymnastics,individual all-round women,Women,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Artistic Gymnastics,team competition women,Women,,1.0,,1.0
Helsinki 1952,Hungary,Summer,Artistic Gymnastics,team portable apparatus women,Women,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Artistic Gymnastics,uneven bars women,Women,1.0,,1.0,2.0
Helsinki 1952,Hungary,Summer,Athletics,4x100m relay men,Men,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Athletics,50km walk men,Men,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Athletics,hammer throw men,Men,1.0,,1.0,2.0
Helsinki 1952,Hungary,Summer,Athletics,long jump men,Men,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Boxing,67  71kg lightmiddleweight men,Men,1.0,,,1.0
Helsinki 1952,Hungary,Summer,Canoe Sprint,c1 1000m canoe single men,Men,,1.0,,1.0
Helsinki 1952,Hungary,Summer,Fencing,foil individual women,Women,,1.0,,1.0
Helsinki 1952,Hungary,Summer,Fencing,foil team men,Men,,,1.0,1.0
Helsinki 1952,Hungary,Summer,Fencing,sabre individual men,Men,1.0,1.0,1.0,3.0
Helsinki 1952,Hungary,Summer,Fencing,sabre team men,Men,1.0,,,1.0
Helsinki 1952,Hungary,Summer,Football,football men,Men,1.0,,,1.0
Helsinki 1952,Hungary,Summer,Modern Pentathlon,individual competition men,Men,,1.0,1.0,2.0
